gene,pathway_id,pathway_name,pmids,source_url
KRAS,R-HSA-190236,Signaling by FGFR,15863030; 15567848; 12080084; 15863038; 16597617; 7917292; 20602996; 19247306,https://reactome.org/content/detail/R-HSA-190236
CCNE1,R-BTA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,,https://reactome.org/content/detail/R-BTA-69200
TP53,R-BTA-8941855,RUNX3 regulates CDKN1A transcription,,https://reactome.org/content/detail/R-BTA-8941855
ATM,R-BTA-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,,https://reactome.org/content/detail/R-BTA-6803207
CCNE1,R-RNO-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,,https://reactome.org/content/detail/R-RNO-69200
ATM,R-RNO-6803204,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,,https://reactome.org/content/detail/R-RNO-6803204
TP53,R-RNO-8941855,RUNX3 regulates CDKN1A transcription,,https://reactome.org/content/detail/R-RNO-8941855
ATM,R-RNO-6803207,TP53 Regulates Transcription of Caspase Activators and Caspases,,https://reactome.org/content/detail/R-RNO-6803207
WEE1,R-GGA-156711,Polo-like kinase mediated events,,https://reactome.org/content/detail/R-GGA-156711
CHK1,R-GGA-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-GGA-5693579
ATM,R-GGA-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-GGA-5693579
CCNE1,R-GGA-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-GGA-2559586
ATM,R-GGA-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-GGA-2559586
PTEN,R-XTR-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-XTR-5689896
TP53,R-XTR-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-XTR-5689896
PIK3CA,R-BTA-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-BTA-5654716
KRAS,R-BTA-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-BTA-5654716
PIK3CA,R-RNO-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-RNO-5654716
KRAS,R-RNO-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-RNO-5654716
PIK3CA,R-CFA-5654708,Downstream signaling of activated FGFR3,,https://reactome.org/content/detail/R-CFA-5654708
KRAS,R-CFA-5654708,Downstream signaling of activated FGFR3,,https://reactome.org/content/detail/R-CFA-5654708
CCNE1,R-SSC-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,,https://reactome.org/content/detail/R-SSC-69200
TP53,R-SSC-8941855,RUNX3 regulates CDKN1A transcription,,https://reactome.org/content/detail/R-SSC-8941855
CDK4,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,14532004; 12730199; 7624798,https://reactome.org/content/detail/R-HSA-187577
CCNE1,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,14532004; 12730199; 7624798,https://reactome.org/content/detail/R-HSA-187577
PIK3CA,R-MMU-2424491,DAP12 signaling,,https://reactome.org/content/detail/R-MMU-2424491
KRAS,R-MMU-2424491,DAP12 signaling,,https://reactome.org/content/detail/R-MMU-2424491
CCNE1,R-MMU-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-MMU-6791312
AURKA,R-MMU-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-MMU-6791312
WEE1,R-SSC-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-SSC-453279
CDK6,R-SSC-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-SSC-453279
CDK4,R-SSC-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-SSC-453279
CCNE1,R-SSC-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-SSC-453279
PIK3CA,R-BTA-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-BTA-186763
KRAS,R-BTA-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-BTA-186763
PTEN,R-BTA-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-BTA-5689896
TP53,R-BTA-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-BTA-5689896
CCNE1,R-CFA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,,https://reactome.org/content/detail/R-CFA-69200
CDK6,R-SSC-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-SSC-2559580
CDK4,R-SSC-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-SSC-2559580
TP53,R-SSC-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-SSC-2559580
WEE1,R-DRE-69202,Cyclin E associated events during G1/S transition ,,https://reactome.org/content/detail/R-DRE-69202
CDK4,R-DRE-69202,Cyclin E associated events during G1/S transition ,,https://reactome.org/content/detail/R-DRE-69202
CCNE1,R-DRE-69202,Cyclin E associated events during G1/S transition ,,https://reactome.org/content/detail/R-DRE-69202
PIK3CA,R-RNO-2424491,DAP12 signaling,,https://reactome.org/content/detail/R-RNO-2424491
KRAS,R-RNO-2424491,DAP12 signaling,,https://reactome.org/content/detail/R-RNO-2424491
PIK3CA,R-RNO-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-RNO-186763
KRAS,R-RNO-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-RNO-186763
PIK3CA,R-SSC-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-SSC-5654716
KRAS,R-SSC-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-SSC-5654716
MDM2,R-XTR-5633007,Regulation of TP53 Activity,,https://reactome.org/content/detail/R-XTR-5633007
TP53,R-XTR-5633007,Regulation of TP53 Activity,,https://reactome.org/content/detail/R-XTR-5633007
AURKA,R-XTR-5633007,Regulation of TP53 Activity,,https://reactome.org/content/detail/R-XTR-5633007
PIK3CA,R-MMU-5654696,Downstream signaling of activated FGFR2,,https://reactome.org/content/detail/R-MMU-5654696
KRAS,R-MMU-5654696,Downstream signaling of activated FGFR2,,https://reactome.org/content/detail/R-MMU-5654696
PTEN,R-MMU-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-MMU-5689896
TP53,R-MMU-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-MMU-5689896
PTEN,R-HSA-8948747,Regulation of PTEN localization,17218261; 19473982; 18716620,https://reactome.org/content/detail/R-HSA-8948747
TP53,R-HSA-139915,Activation of PUMA and translocation to mitochondria,11463392; 14684737,https://reactome.org/content/detail/R-HSA-139915
PIK3CA,R-HSA-9603381,Activated NTRK3 signals through PI3K,10486198; 17991742; 14668342; 12173038; 11751416,https://reactome.org/content/detail/R-HSA-9603381
PIK3CA,R-HSA-8851907,MET activates PI3K/AKT signaling,10648629; 10871282,https://reactome.org/content/detail/R-HSA-8851907
WEE1,R-MMU-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-MMU-453279
CDK6,R-MMU-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-MMU-453279
CDK4,R-MMU-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-MMU-453279
CCNE1,R-MMU-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-MMU-453279
ATM,R-HSA-9675135,Diseases of DNA repair,31374202; 29669262; 28572265; 26746812; 26708048; 22237395; 20414203; 27932076; 25493225; 25355293; 29117491; 31116084; 17887919; 31048490,https://reactome.org/content/detail/R-HSA-9675135
ATR,R-HSA-9675135,Diseases of DNA repair,31374202; 29669262; 28572265; 26746812; 26708048; 22237395; 20414203; 27932076; 25493225; 25355293; 29117491; 31116084; 17887919; 31048490,https://reactome.org/content/detail/R-HSA-9675135
CDK4,R-MMU-9616222,Transcriptional regulation of granulopoiesis,,https://reactome.org/content/detail/R-MMU-9616222
WEE1,R-MMU-156711,Polo-like kinase mediated events,,https://reactome.org/content/detail/R-MMU-156711
AURKA,R-MMU-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,,https://reactome.org/content/detail/R-MMU-6804114
WEE1,R-DRE-69656,Cyclin A:Cdk2-associated events at S phase entry,,https://reactome.org/content/detail/R-DRE-69656
CDK4,R-DRE-69656,Cyclin A:Cdk2-associated events at S phase entry,,https://reactome.org/content/detail/R-DRE-69656
CCNE1,R-DRE-69656,Cyclin A:Cdk2-associated events at S phase entry,,https://reactome.org/content/detail/R-DRE-69656
CCNE1,R-BTA-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-BTA-2559586
ATM,R-BTA-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-BTA-2559586
TP53,R-BTA-2559586,DNA Damage/Telomere Stress Induced Senescence,,https://reactome.org/content/detail/R-BTA-2559586
PIK3CA,R-BTA-9607240,FLT3 Signaling,,https://reactome.org/content/detail/R-BTA-9607240
KRAS,R-BTA-9607240,FLT3 Signaling,,https://reactome.org/content/detail/R-BTA-9607240
CCNE1,R-RNO-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-RNO-6791312
AURKA,R-RNO-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-RNO-6791312
CDK6,R-RNO-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-RNO-2559580
CDK4,R-RNO-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-RNO-2559580
TP53,R-RNO-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-RNO-2559580
PIK3CA,R-SSC-5654741,Signaling by FGFR3,,https://reactome.org/content/detail/R-SSC-5654741
KRAS,R-SSC-5654741,Signaling by FGFR3,,https://reactome.org/content/detail/R-SSC-5654741
CCNE1,R-SSC-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-SSC-6791312
AURKA,R-SSC-6791312,TP53 Regulates Transcription of Cell Cycle Genes,,https://reactome.org/content/detail/R-SSC-6791312
PARP1,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,21102611; 17763827; 23277067; 20674646; 22811915; 17000644; 23503365; 21693764; 21252943; 19471022; 23746258; 24273646; 24016193,https://reactome.org/content/detail/R-HSA-3108232
MDM2,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,21102611; 17763827; 23277067; 20674646; 22811915; 17000644; 23503365; 21693764; 21252943; 19471022; 23746258; 24273646; 24016193,https://reactome.org/content/detail/R-HSA-3108232
TP53,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,21102611; 17763827; 23277067; 20674646; 22811915; 17000644; 23503365; 21693764; 21252943; 19471022; 23746258; 24273646; 24016193,https://reactome.org/content/detail/R-HSA-3108232
AURKA,R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,21102611; 17763827; 23277067; 20674646; 22811915; 17000644; 23503365; 21693764; 21252943; 19471022; 23746258; 24273646; 24016193,https://reactome.org/content/detail/R-HSA-3108232
PIK3CA,R-CFA-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-CFA-5654716
KRAS,R-CFA-5654716,Downstream signaling of activated FGFR4,,https://reactome.org/content/detail/R-CFA-5654716
PIK3CA,R-MMU-5654687,Downstream signaling of activated FGFR1,,https://reactome.org/content/detail/R-MMU-5654687
KRAS,R-MMU-5654687,Downstream signaling of activated FGFR1,,https://reactome.org/content/detail/R-MMU-5654687
AURKA,R-BTA-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,,https://reactome.org/content/detail/R-BTA-6804114
WEE1,R-BTA-156711,Polo-like kinase mediated events,,https://reactome.org/content/detail/R-BTA-156711
PIK3CA,R-CFA-9009391,Extra-nuclear estrogen signaling,,https://reactome.org/content/detail/R-CFA-9009391
KRAS,R-CFA-9009391,Extra-nuclear estrogen signaling,,https://reactome.org/content/detail/R-CFA-9009391
EGFR,R-CFA-9009391,Extra-nuclear estrogen signaling,,https://reactome.org/content/detail/R-CFA-9009391
CDK4,R-RNO-9616222,Transcriptional regulation of granulopoiesis,,https://reactome.org/content/detail/R-RNO-9616222
WEE1,R-RNO-156711,Polo-like kinase mediated events,,https://reactome.org/content/detail/R-RNO-156711
AURKA,R-RNO-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,,https://reactome.org/content/detail/R-RNO-6804114
PIK3CA,R-BTA-5654696,Downstream signaling of activated FGFR2,,https://reactome.org/content/detail/R-BTA-5654696
KRAS,R-BTA-5654696,Downstream signaling of activated FGFR2,,https://reactome.org/content/detail/R-BTA-5654696
PIK3CA,R-RNO-5654696,Downstream signaling of activated FGFR2,,https://reactome.org/content/detail/R-RNO-5654696
KRAS,R-RNO-5654696,Downstream signaling of activated FGFR2,,https://reactome.org/content/detail/R-RNO-5654696
PTEN,R-RNO-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-RNO-5689896
TP53,R-RNO-5689896,Ovarian tumor domain proteases,,https://reactome.org/content/detail/R-RNO-5689896
MDM2,R-XTR-8878159,Transcriptional regulation by RUNX3,,https://reactome.org/content/detail/R-XTR-8878159
TP53,R-XTR-8878159,Transcriptional regulation by RUNX3,,https://reactome.org/content/detail/R-XTR-8878159
PIK3CA,R-SSC-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-SSC-186763
KRAS,R-SSC-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-SSC-186763
ATM,R-MMU-5685938,HDR through Single Strand Annealing (SSA),,https://reactome.org/content/detail/R-MMU-5685938
ATR,R-MMU-5685938,HDR through Single Strand Annealing (SSA),,https://reactome.org/content/detail/R-MMU-5685938
PIK3CA,R-MMU-9607240,FLT3 Signaling,,https://reactome.org/content/detail/R-MMU-9607240
KRAS,R-MMU-9607240,FLT3 Signaling,,https://reactome.org/content/detail/R-MMU-9607240
MDM2,R-GGA-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-GGA-6804760
CCNE1,R-GGA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,,https://reactome.org/content/detail/R-GGA-69200
CDK4,R-SSC-9616222,Transcriptional regulation of granulopoiesis,,https://reactome.org/content/detail/R-SSC-9616222
AURKA,R-SSC-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,,https://reactome.org/content/detail/R-SSC-6804114
WEE1,R-SSC-156711,Polo-like kinase mediated events,,https://reactome.org/content/detail/R-SSC-156711
PIK3CA,R-CFA-2424491,DAP12 signaling,,https://reactome.org/content/detail/R-CFA-2424491
KRAS,R-CFA-2424491,DAP12 signaling,,https://reactome.org/content/detail/R-CFA-2424491
PIK3CA,R-CFA-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-CFA-186763
KRAS,R-CFA-186763,Downstream signal transduction,,https://reactome.org/content/detail/R-CFA-186763
EGFR,R-HSA-212718,EGFR interacts with phospholipase C-gamma,1501243,https://reactome.org/content/detail/R-HSA-212718
PIK3CA,R-HSA-9028335,Activated NTRK2 signals through PI3K,10486198; 23424281,https://reactome.org/content/detail/R-HSA-9028335
PIK3CA,R-HSA-9927354,Co-stimulation by ICOS,18641334; 27559335,https://reactome.org/content/detail/R-HSA-9927354
WEE1,R-BTA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-BTA-453279
CDK6,R-BTA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-BTA-453279
CDK4,R-BTA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-BTA-453279
CCNE1,R-BTA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-BTA-453279
AURKA,R-XTR-6804114,TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest,,https://reactome.org/content/detail/R-XTR-6804114
MYC,R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,9694793; 10713164; 14980219; 18374649; 12050117; 12391150; 16530044; 7566092; 20972443; 15107403; 11044625; 10964718; 17114293; 8687460; 8649374; 8001118; 15546612; 11461910; 11585921; 18094723; 16256737; 21737748,https://reactome.org/content/detail/R-HSA-2122947
PIK3CA,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,29455642; 24060861; 27573755; 18097461,https://reactome.org/content/detail/R-HSA-9725370
MDM2,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,29455642; 24060861; 27573755; 18097461,https://reactome.org/content/detail/R-HSA-9725370
TP53,R-HSA-9725370,Signaling by ALK fusions and activated point mutants,29455642; 24060861; 27573755; 18097461,https://reactome.org/content/detail/R-HSA-9725370
