gene,pathway_id,pathway_name,pmids,source_url
KRAS,R-MMU-6806834,Signaling by MET,,https://reactome.org/content/detail/R-MMU-6806834
PIK3CA,R-CFA-389357,CD28 dependent PI3K/Akt signaling,,https://reactome.org/content/detail/R-CFA-389357
PIK3CA,R-CFA-912631,Regulation of signaling by CBL,,https://reactome.org/content/detail/R-CFA-912631
PIK3CA,R-CFA-9006335,Signaling by Erythropoietin,,https://reactome.org/content/detail/R-CFA-9006335
KRAS,R-CFA-5218921,VEGFR2 mediated cell proliferation,,https://reactome.org/content/detail/R-CFA-5218921
MYC,R-CFA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,https://reactome.org/content/detail/R-CFA-8864260
CHK1,R-GGA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-GGA-69620
CCNE1,R-GGA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-GGA-69620
MDM2,R-GGA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-GGA-69620
ATM,R-GGA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-GGA-69620
ATR,R-GGA-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-GGA-69620
TP53,R-HSA-5620971,Pyroptosis,28462526; 33033617; 27932073; 29362479,https://reactome.org/content/detail/R-HSA-5620971
KRAS,R-DRE-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",,https://reactome.org/content/detail/R-DRE-8849471
WEE1,R-GGA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-GGA-453279
CDK6,R-GGA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-GGA-453279
CCNE1,R-GGA-453279,Mitotic G1 phase and G1/S transition,,https://reactome.org/content/detail/R-GGA-453279
WEE1,R-XTR-69481,G2/M Checkpoints,,https://reactome.org/content/detail/R-XTR-69481
TP53,R-XTR-69481,G2/M Checkpoints,,https://reactome.org/content/detail/R-XTR-69481
KRAS,R-SSC-375165,NCAM signaling for neurite out-growth,,https://reactome.org/content/detail/R-SSC-375165
EGFR,R-SSC-1250196,SHC1 events in ERBB2 signaling,,https://reactome.org/content/detail/R-SSC-1250196
PARP1,R-HSA-73894,DNA Repair,10583946; 23175119,https://reactome.org/content/detail/R-HSA-73894
CHK1,R-HSA-73894,DNA Repair,10583946; 23175119,https://reactome.org/content/detail/R-HSA-73894
ATM,R-HSA-73894,DNA Repair,10583946; 23175119,https://reactome.org/content/detail/R-HSA-73894
TP53,R-HSA-73894,DNA Repair,10583946; 23175119,https://reactome.org/content/detail/R-HSA-73894
ATR,R-HSA-73894,DNA Repair,10583946; 23175119,https://reactome.org/content/detail/R-HSA-73894
PIK3CA,R-RNO-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-RNO-199418
PTEN,R-RNO-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-RNO-199418
EGFR,R-RNO-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-RNO-199418
MDM2,R-GGA-5633007,Regulation of TP53 Activity,,https://reactome.org/content/detail/R-GGA-5633007
ATM,R-GGA-5633007,Regulation of TP53 Activity,,https://reactome.org/content/detail/R-GGA-5633007
PIK3CA,R-XTR-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-XTR-199418
PTEN,R-XTR-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-XTR-199418
EGFR,R-XTR-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-XTR-199418
PIK3CA,R-GGA-912631,Regulation of signaling by CBL,,https://reactome.org/content/detail/R-GGA-912631
EGFR,R-GGA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,,https://reactome.org/content/detail/R-GGA-9013507
EGFR,R-GGA-9012852,Signaling by NOTCH3,,https://reactome.org/content/detail/R-GGA-9012852
MYC,R-GGA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,https://reactome.org/content/detail/R-GGA-8864260
PIK3CA,R-GGA-210993,Tie2 Signaling,,https://reactome.org/content/detail/R-GGA-210993
PIK3CA,R-BTA-5654710,PI-3K cascade:FGFR3,,https://reactome.org/content/detail/R-BTA-5654710
KRAS,R-BTA-5654704,SHC-mediated cascade:FGFR3,,https://reactome.org/content/detail/R-BTA-5654704
KRAS,R-MMU-5621575,CD209 (DC-SIGN) signaling,,https://reactome.org/content/detail/R-MMU-5621575
MYC,R-MMU-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,https://reactome.org/content/detail/R-MMU-8864260
PIK3CA,R-RNO-5654710,PI-3K cascade:FGFR3,,https://reactome.org/content/detail/R-RNO-5654710
KRAS,R-RNO-5654704,SHC-mediated cascade:FGFR3,,https://reactome.org/content/detail/R-RNO-5654704
EGFR,R-RNO-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,,https://reactome.org/content/detail/R-RNO-9013507
EGFR,R-RNO-9012852,Signaling by NOTCH3,,https://reactome.org/content/detail/R-RNO-9012852
MYC,R-RNO-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,https://reactome.org/content/detail/R-RNO-8864260
KRAS,R-HSA-9674555,Signaling by CSF3 (G-CSF),11957189; 22053285; 12060844; 16019425; 23994464; 26956865; 17127394; 17127322; 18400509; 17127321; 17127320; 8197119; 7512720; 26617336; 16188692; 7542747; 20237318; 23656643,https://reactome.org/content/detail/R-HSA-9674555
PIK3CA,R-CFA-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-CFA-199418
PTEN,R-CFA-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-CFA-199418
EGFR,R-CFA-199418,Negative regulation of the PI3K/AKT network,,https://reactome.org/content/detail/R-CFA-199418
EGFR,R-DME-1251985,Nuclear signaling by ERBB4,,https://reactome.org/content/detail/R-DME-1251985
ATM,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,7623826,https://reactome.org/content/detail/R-HSA-3371453
ATR,R-HSA-3371453,Regulation of HSF1-mediated heat shock response,7623826,https://reactome.org/content/detail/R-HSA-3371453
PIK3CA,R-HSA-1483255,PI Metabolism,17330069; 20192774; 15269334; 20861159; 15170460; 18216768; 18726176; 18216767; 20559318; 16828287; 17605038; 20043944; 19196647; 18784754; 17035995,https://reactome.org/content/detail/R-HSA-1483255
PTEN,R-HSA-1483255,PI Metabolism,17330069; 20192774; 15269334; 20861159; 15170460; 18216768; 18726176; 18216767; 20559318; 16828287; 17605038; 20043944; 19196647; 18784754; 17035995,https://reactome.org/content/detail/R-HSA-1483255
KRAS,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,18616423; 20842175; 23686171; 20716669,https://reactome.org/content/detail/R-HSA-442755
PARP1,R-XTR-5685939,HDR through MMEJ (alt-NHEJ),,https://reactome.org/content/detail/R-XTR-5685939
PIK3CA,R-XTR-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",,https://reactome.org/content/detail/R-XTR-512988
TP53,R-XTR-6811555,PI5P Regulates TP53 Acetylation,,https://reactome.org/content/detail/R-XTR-6811555
MYC,R-BTA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-BTA-5689880
MDM2,R-BTA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-BTA-5689880
PTEN,R-BTA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-BTA-5689880
TP53,R-BTA-5689880,Ub-specific processing proteases,,https://reactome.org/content/detail/R-BTA-5689880
PIK3CA,R-CFA-5654738,Signaling by FGFR2,,https://reactome.org/content/detail/R-CFA-5654738
KRAS,R-CFA-5654738,Signaling by FGFR2,,https://reactome.org/content/detail/R-CFA-5654738
EGFR,R-CFA-1250196,SHC1 events in ERBB2 signaling,,https://reactome.org/content/detail/R-CFA-1250196
ATM,R-CFA-5633008,TP53 Regulates Transcription of Cell Death Genes,,https://reactome.org/content/detail/R-CFA-5633008
ATM,R-CFA-6804760,Regulation of TP53 Activity through Methylation,,https://reactome.org/content/detail/R-CFA-6804760
ATM,R-RNO-5693607,Processing of DNA double-strand break ends,,https://reactome.org/content/detail/R-RNO-5693607
ATR,R-RNO-5693607,Processing of DNA double-strand break ends,,https://reactome.org/content/detail/R-RNO-5693607
PIK3CA,R-RNO-187037,Signaling by NTRK1 (TRKA),,https://reactome.org/content/detail/R-RNO-187037
KRAS,R-RNO-187037,Signaling by NTRK1 (TRKA),,https://reactome.org/content/detail/R-RNO-187037
MYC,R-SSC-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,https://reactome.org/content/detail/R-SSC-8864260
EGFR,R-HSA-8863795,Downregulation of ERBB2 signaling,12239347; 19933325; 25081058; 21376233; 17210635,https://reactome.org/content/detail/R-HSA-8863795
TP53,R-HSA-114452,Activation of BH3-only proteins,14634621; 12209154,https://reactome.org/content/detail/R-HSA-114452
ATM,R-DRE-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,,https://reactome.org/content/detail/R-DRE-5693616
KRAS,R-DRE-375165,NCAM signaling for neurite out-growth,,https://reactome.org/content/detail/R-DRE-375165
PIK3CA,R-MMU-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-MMU-5654720
ATM,R-MMU-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,,https://reactome.org/content/detail/R-MMU-5693616
KRAS,R-MMU-5654719,SHC-mediated cascade:FGFR4,,https://reactome.org/content/detail/R-MMU-5654719
KRAS,R-MMU-5654706,FRS-mediated FGFR3 signaling,,https://reactome.org/content/detail/R-MMU-5654706
EGFR,R-MMU-445144,Signal transduction by L1,,https://reactome.org/content/detail/R-MMU-445144
CDK6,R-CFA-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-CFA-2559580
CDK4,R-CFA-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-CFA-2559580
ATM,R-RNO-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,,https://reactome.org/content/detail/R-RNO-5693616
KRAS,R-RNO-5621575,CD209 (DC-SIGN) signaling,,https://reactome.org/content/detail/R-RNO-5621575
CCNE1,R-GGA-1538133,G0 and Early G1,,https://reactome.org/content/detail/R-GGA-1538133
PIK3CA,R-RNO-6806834,Signaling by MET,,https://reactome.org/content/detail/R-RNO-6806834
KRAS,R-RNO-6806834,Signaling by MET,,https://reactome.org/content/detail/R-RNO-6806834
CDK6,R-XTR-2559582,Senescence-Associated Secretory Phenotype (SASP),,https://reactome.org/content/detail/R-XTR-2559582
CDK4,R-XTR-2559582,Senescence-Associated Secretory Phenotype (SASP),,https://reactome.org/content/detail/R-XTR-2559582
CDK6,R-XTR-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-XTR-2559580
CDK4,R-XTR-2559580,Oxidative Stress Induced Senescence,,https://reactome.org/content/detail/R-XTR-2559580
EGFR,R-HSA-182971,EGFR downregulation,14641021; 15021893; 11283727,https://reactome.org/content/detail/R-HSA-182971
MDM2,R-HSA-399719,Trafficking of AMPA receptors,19217372,https://reactome.org/content/detail/R-HSA-399719
EGFR,R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,30723301; 11991994; 16622022; 28228284,https://reactome.org/content/detail/R-HSA-9820960
EGFR,R-CFA-8863795,Downregulation of ERBB2 signaling,,https://reactome.org/content/detail/R-CFA-8863795
PIK3CA,R-CFA-5654710,PI-3K cascade:FGFR3,,https://reactome.org/content/detail/R-CFA-5654710
ATM,R-CFA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,,https://reactome.org/content/detail/R-CFA-5693616
KRAS,R-CFA-5654704,SHC-mediated cascade:FGFR3,,https://reactome.org/content/detail/R-CFA-5654704
KRAS,R-CFA-187687,Signalling to ERKs,,https://reactome.org/content/detail/R-CFA-187687
PIK3CA,R-DRE-5654736,Signaling by FGFR1,,https://reactome.org/content/detail/R-DRE-5654736
KRAS,R-DRE-5654736,Signaling by FGFR1,,https://reactome.org/content/detail/R-DRE-5654736
WEE1,R-HSA-69275,G2/M Transition,10740819; 9914175; 18497029; 23223895,https://reactome.org/content/detail/R-HSA-69275
TP53,R-HSA-69275,G2/M Transition,10740819; 9914175; 18497029; 23223895,https://reactome.org/content/detail/R-HSA-69275
AURKA,R-HSA-69275,G2/M Transition,10740819; 9914175; 18497029; 23223895,https://reactome.org/content/detail/R-HSA-69275
PIK3CA,R-MMU-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-MMU-5654689
KRAS,R-MMU-9674555,Signaling by CSF3 (G-CSF),,https://reactome.org/content/detail/R-MMU-9674555
KRAS,R-MMU-5654688,SHC-mediated cascade:FGFR1,,https://reactome.org/content/detail/R-MMU-5654688
WEE1,R-RNO-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-RNO-69620
CCNE1,R-RNO-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-RNO-69620
ATM,R-RNO-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-RNO-69620
TP53,R-RNO-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-RNO-69620
ATR,R-RNO-69620,Cell Cycle Checkpoints,,https://reactome.org/content/detail/R-RNO-69620
ATM,R-BTA-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-BTA-5693579
PIK3CA,R-BTA-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-BTA-5654720
KRAS,R-BTA-5654719,SHC-mediated cascade:FGFR4,,https://reactome.org/content/detail/R-BTA-5654719
KRAS,R-BTA-5654706,FRS-mediated FGFR3 signaling,,https://reactome.org/content/detail/R-BTA-5654706
PIK3CA,R-RNO-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-RNO-5654720
KRAS,R-RNO-5654719,SHC-mediated cascade:FGFR4,,https://reactome.org/content/detail/R-RNO-5654719
KRAS,R-RNO-5654706,FRS-mediated FGFR3 signaling,,https://reactome.org/content/detail/R-RNO-5654706
PIK3CA,R-RNO-912526,Interleukin receptor SHC signaling,,https://reactome.org/content/detail/R-RNO-912526
EGFR,R-RNO-445144,Signal transduction by L1,,https://reactome.org/content/detail/R-RNO-445144
PIK3CA,R-CFA-6806834,Signaling by MET,,https://reactome.org/content/detail/R-CFA-6806834
KRAS,R-CFA-6806834,Signaling by MET,,https://reactome.org/content/detail/R-CFA-6806834
PARP1,R-HSA-2173795,Downregulation of SMAD2/3:SMAD4 transcriptional activity,10531062; 11389444; 10535941; 10549282; 10485843; 17591695; 19135894; 19917253; 22045334; 10199400; 11427533; 21095583; 16751101,https://reactome.org/content/detail/R-HSA-2173795
EGFR,R-DME-1250196,SHC1 events in ERBB2 signaling,,https://reactome.org/content/detail/R-DME-1250196
CCNE1,R-MMU-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-MMU-3700989
MDM2,R-MMU-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-MMU-3700989
ATM,R-MMU-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-MMU-3700989
TP53,R-MMU-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-MMU-3700989
AURKA,R-MMU-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-MMU-3700989
ATR,R-MMU-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-MMU-3700989
PIK3CA,R-GGA-202403,TCR signaling,,https://reactome.org/content/detail/R-GGA-202403
PTEN,R-GGA-202403,TCR signaling,,https://reactome.org/content/detail/R-GGA-202403
PIK3CA,R-DRE-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",,https://reactome.org/content/detail/R-DRE-512988
PIK3CA,R-DRE-912631,Regulation of signaling by CBL,,https://reactome.org/content/detail/R-DRE-912631
PIK3CA,R-DRE-201556,Signaling by ALK,,https://reactome.org/content/detail/R-DRE-201556
WEE1,R-HSA-453274,Mitotic G2-G2/M phases,25128564; 11719058; 23141205,https://reactome.org/content/detail/R-HSA-453274
TP53,R-HSA-453274,Mitotic G2-G2/M phases,25128564; 11719058; 23141205,https://reactome.org/content/detail/R-HSA-453274
AURKA,R-HSA-453274,Mitotic G2-G2/M phases,25128564; 11719058; 23141205,https://reactome.org/content/detail/R-HSA-453274
PIK3CA,R-RNO-5654738,Signaling by FGFR2,,https://reactome.org/content/detail/R-RNO-5654738
KRAS,R-RNO-5654738,Signaling by FGFR2,,https://reactome.org/content/detail/R-RNO-5654738
PIK3CA,R-SSC-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-SSC-5654720
ATM,R-SSC-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,,https://reactome.org/content/detail/R-SSC-5693616
EGFR,R-SSC-8863795,Downregulation of ERBB2 signaling,,https://reactome.org/content/detail/R-SSC-8863795
KRAS,R-SSC-5654719,SHC-mediated cascade:FGFR4,,https://reactome.org/content/detail/R-SSC-5654719
ATM,R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,14527420; 24371268; 22645308; 23509288; 24509834; 19596236; 24076221; 24831703; 14685245,https://reactome.org/content/detail/R-HSA-5693568
TP53,R-HSA-6804758,Regulation of TP53 Activity through Acetylation,16839880; 20660729; 20228809; 23431171; 11099047; 17189187; 17189186; 22682249; 25799988,https://reactome.org/content/detail/R-HSA-6804758
PIK3CA,R-HSA-1839124,FGFR1 mutant receptor activation,9154000; 9538690; 17552943; 21711248; 20094046; 21367659,https://reactome.org/content/detail/R-HSA-1839124
MDM2,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",16713244; 19217372; 16904750,https://reactome.org/content/detail/R-HSA-399721
WEE1,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,7737117; 11238451; 10395539; 31712253; 30736436; 17533373; 18228324; 15876871; 33030403; 36105360; 31469407; 31078132; 35402801; 10354564,https://reactome.org/content/detail/R-HSA-69273
EGFR,R-HSA-9734779,Developmental Cell Lineages of the Integumentary System,,https://reactome.org/content/detail/R-HSA-9734779
KRAS,R-MMU-5654712,FRS-mediated FGFR4 signaling,,https://reactome.org/content/detail/R-MMU-5654712
PIK3CA,R-MMU-912526,Interleukin receptor SHC signaling,,https://reactome.org/content/detail/R-MMU-912526
ATM,R-SSC-5693607,Processing of DNA double-strand break ends,,https://reactome.org/content/detail/R-SSC-5693607
ATR,R-SSC-5693607,Processing of DNA double-strand break ends,,https://reactome.org/content/detail/R-SSC-5693607
PIK3CA,R-BTA-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-BTA-5654689
KRAS,R-BTA-5654688,SHC-mediated cascade:FGFR1,,https://reactome.org/content/detail/R-BTA-5654688
MYC,R-BTA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,,https://reactome.org/content/detail/R-BTA-8864260
CDK6,R-DRE-2559582,Senescence-Associated Secretory Phenotype (SASP),,https://reactome.org/content/detail/R-DRE-2559582
CDK4,R-DRE-2559582,Senescence-Associated Secretory Phenotype (SASP),,https://reactome.org/content/detail/R-DRE-2559582
PIK3CA,R-RNO-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-RNO-5654689
KRAS,R-RNO-9674555,Signaling by CSF3 (G-CSF),,https://reactome.org/content/detail/R-RNO-9674555
KRAS,R-RNO-5654688,SHC-mediated cascade:FGFR1,,https://reactome.org/content/detail/R-RNO-5654688
PIK3CA,R-XTR-9006335,Signaling by Erythropoietin,,https://reactome.org/content/detail/R-XTR-9006335
ATM,R-HSA-5693537,Resolution of D-Loop Structures,12902160; 20965415,https://reactome.org/content/detail/R-HSA-5693537
PARP1,R-HSA-5696394,DNA Damage Recognition in GG-NER,19609301; 12944386; 14742321; 15811629; 21388382,https://reactome.org/content/detail/R-HSA-5696394
PTEN,R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,11331907; 20414202,https://reactome.org/content/detail/R-HSA-1855204
PIK3CA,R-GGA-5654710,PI-3K cascade:FGFR3,,https://reactome.org/content/detail/R-GGA-5654710
WEE1,R-GGA-69273,Cyclin A/B1/B2 associated events during G2/M transition,,https://reactome.org/content/detail/R-GGA-69273
WEE1,R-SPO-156711,Polo-like kinase mediated events,,https://reactome.org/content/detail/R-SPO-156711
PIK3CA,R-HSA-202403,TCR signaling,9989491; 10375551; 12876557,https://reactome.org/content/detail/R-HSA-202403
PTEN,R-HSA-202403,TCR signaling,9989491; 10375551; 12876557,https://reactome.org/content/detail/R-HSA-202403
CCNE1,R-DRE-1538133,G0 and Early G1,,https://reactome.org/content/detail/R-DRE-1538133
ATM,R-DRE-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-DRE-5693579
PIK3CA,R-CFA-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-CFA-5654720
KRAS,R-CFA-5654719,SHC-mediated cascade:FGFR4,,https://reactome.org/content/detail/R-CFA-5654719
KRAS,R-CFA-5654706,FRS-mediated FGFR3 signaling,,https://reactome.org/content/detail/R-CFA-5654706
PIK3CA,R-MMU-5654695,PI-3K cascade:FGFR2,,https://reactome.org/content/detail/R-MMU-5654695
ATM,R-MMU-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-MMU-5693579
KRAS,R-MMU-5654699,SHC-mediated cascade:FGFR2,,https://reactome.org/content/detail/R-MMU-5654699
KRAS,R-MMU-5654693,FRS-mediated FGFR1 signaling,,https://reactome.org/content/detail/R-MMU-5654693
ATM,R-CFA-69473,G2/M DNA damage checkpoint,,https://reactome.org/content/detail/R-CFA-69473
ATR,R-CFA-69473,G2/M DNA damage checkpoint,,https://reactome.org/content/detail/R-CFA-69473
KRAS,R-BTA-5654712,FRS-mediated FGFR4 signaling,,https://reactome.org/content/detail/R-BTA-5654712
KRAS,R-BTA-9674555,Signaling by CSF3 (G-CSF),,https://reactome.org/content/detail/R-BTA-9674555
PIK3CA,R-SSC-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-SSC-166520
KRAS,R-SSC-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-SSC-166520
EGFR,R-DME-400685,Sema4D in semaphorin signaling,,https://reactome.org/content/detail/R-DME-400685
EGFR,R-DME-416572,Sema4D induced cell migration and growth-cone collapse,,https://reactome.org/content/detail/R-DME-416572
WEE1,R-DME-69473,G2/M DNA damage checkpoint,,https://reactome.org/content/detail/R-DME-69473
WEE1,R-SSC-69242,S Phase,,https://reactome.org/content/detail/R-SSC-69242
CDK4,R-SSC-69242,S Phase,,https://reactome.org/content/detail/R-SSC-69242
CCNE1,R-SSC-69242,S Phase,,https://reactome.org/content/detail/R-SSC-69242
ATM,R-RNO-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-RNO-5693579
KRAS,R-RNO-5654712,FRS-mediated FGFR4 signaling,,https://reactome.org/content/detail/R-RNO-5654712
PARP1,R-HSA-5696400,Dual Incision in GG-NER,19279666,https://reactome.org/content/detail/R-HSA-5696400
CDK4,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,9136925,https://reactome.org/content/detail/R-HSA-75815
TP53,R-HSA-70635,Urea cycle,,https://reactome.org/content/detail/R-HSA-70635
KRAS,R-HSA-2871796,FCERI mediated MAPK activation,19909365; 19290926; 17122878,https://reactome.org/content/detail/R-HSA-2871796
PIK3CA,R-CFA-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-CFA-166520
KRAS,R-CFA-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-CFA-166520
ATM,R-MMU-5693607,Processing of DNA double-strand break ends,,https://reactome.org/content/detail/R-MMU-5693607
ATR,R-MMU-5693607,Processing of DNA double-strand break ends,,https://reactome.org/content/detail/R-MMU-5693607
WEE1,R-MMU-69242,S Phase,,https://reactome.org/content/detail/R-MMU-69242
CDK4,R-MMU-69242,S Phase,,https://reactome.org/content/detail/R-MMU-69242
CCNE1,R-MMU-69242,S Phase,,https://reactome.org/content/detail/R-MMU-69242
PIK3CA,R-BTA-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-BTA-166520
KRAS,R-BTA-166520,Signaling by NTRKs,,https://reactome.org/content/detail/R-BTA-166520
PIK3CA,R-GGA-5654720,PI-3K cascade:FGFR4,,https://reactome.org/content/detail/R-GGA-5654720
PIK3CA,R-MMU-201556,Signaling by ALK,,https://reactome.org/content/detail/R-MMU-201556
PIK3CA,R-CFA-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-CFA-5654689
ATM,R-CFA-5693579,Homologous DNA Pairing and Strand Exchange,,https://reactome.org/content/detail/R-CFA-5693579
KRAS,R-CFA-5654688,SHC-mediated cascade:FGFR1,,https://reactome.org/content/detail/R-CFA-5654688
AURKA,R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,22306998; 25654763,https://reactome.org/content/detail/R-HSA-8854050
PIK3CA,R-XTR-389357,CD28 dependent PI3K/Akt signaling,,https://reactome.org/content/detail/R-XTR-389357
PIK3CA,R-SSC-5654689,PI-3K cascade:FGFR1,,https://reactome.org/content/detail/R-SSC-5654689
KRAS,R-SSC-5654688,SHC-mediated cascade:FGFR1,,https://reactome.org/content/detail/R-SSC-5654688
KRAS,R-SSC-5654712,FRS-mediated FGFR4 signaling,,https://reactome.org/content/detail/R-SSC-5654712
PIK3CA,R-SSC-912526,Interleukin receptor SHC signaling,,https://reactome.org/content/detail/R-SSC-912526
KRAS,R-DRE-5654704,SHC-mediated cascade:FGFR3,,https://reactome.org/content/detail/R-DRE-5654704
KRAS,R-DRE-5673000,RAF activation,,https://reactome.org/content/detail/R-DRE-5673000
PIK3CA,R-BTA-5654695,PI-3K cascade:FGFR2,,https://reactome.org/content/detail/R-BTA-5654695
KRAS,R-BTA-5654699,SHC-mediated cascade:FGFR2,,https://reactome.org/content/detail/R-BTA-5654699
KRAS,R-BTA-5654693,FRS-mediated FGFR1 signaling,,https://reactome.org/content/detail/R-BTA-5654693
PIK3CA,R-BTA-201556,Signaling by ALK,,https://reactome.org/content/detail/R-BTA-201556
PIK3CA,R-RNO-5654695,PI-3K cascade:FGFR2,,https://reactome.org/content/detail/R-RNO-5654695
KRAS,R-RNO-5654699,SHC-mediated cascade:FGFR2,,https://reactome.org/content/detail/R-RNO-5654699
KRAS,R-RNO-5654693,FRS-mediated FGFR1 signaling,,https://reactome.org/content/detail/R-RNO-5654693
PIK3CA,R-SSC-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-SSC-202424
PTEN,R-SSC-202424,Downstream TCR signaling,,https://reactome.org/content/detail/R-SSC-202424
PIK3CA,R-BTA-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-BTA-190236
KRAS,R-BTA-190236,Signaling by FGFR,,https://reactome.org/content/detail/R-BTA-190236
MDM2,R-HSA-3232142,SUMOylation of ubiquitinylation proteins,18282128,https://reactome.org/content/detail/R-HSA-3232142
PIK3CA,R-HSA-8853659,RET signaling,15013219; 17036197,https://reactome.org/content/detail/R-HSA-8853659
PIK3CA,R-HSA-114604,GPVI-mediated activation cascade,11943772; 16102042,https://reactome.org/content/detail/R-HSA-114604
KRAS,R-MMU-5654700,FRS-mediated FGFR2 signaling,,https://reactome.org/content/detail/R-MMU-5654700
CCNE1,R-SSC-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-SSC-3700989
MDM2,R-SSC-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-SSC-3700989
ATM,R-SSC-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-SSC-3700989
TP53,R-SSC-3700989,Transcriptional Regulation by TP53,,https://reactome.org/content/detail/R-SSC-3700989
